"","LIPPOS16JULY_04-D21_M26","LIPPOS16JULY_10-D21_M3","LIPPOS16JULY_17-D21_M10","LIPPOS16JULY_18-D21_M6","LIPPOS16JULY_22-D21_M5","LIPPOS16JULY_23-D21_M7","LIPPOS16JULY_24-D21_M21","LIPPOS16JULY_34-D21_M15","LIPPOS16JULY_36-D21_M24","LIPPOS16JULY_44-D21_M1","LIPPOS16JULY_45-D21_M2","LIPPOS16JULY_46-D21_M23","LIPPOS16JULY_48-D21_M8","LIPPOS16JULY_50-D21_M19","LIPPOS16JULY_51-D21_M22","LIPPOS16JULY_53-D21_M27","LIPPOS16JULY_55-D21_M20","LIPPOS16JULY_65-D21_M12","LIPPOS16JULY_69-D21_M18","LIPPOS16JULY_79-D21_M11","LIPPOS16JULY_81-D21_M13","LIPPOS16JULY_84-D21_M4","LIPPOS16JULY_88-D21_M25","LIPPOS16JULY_94-D21_M16","LIPPOS16JULY_08-D35_M4","LIPPOS16JULY_11-D35_M6","LIPPOS16JULY_14-D35_M2","LIPPOS16JULY_16-D35_M16","LIPPOS16JULY_19-D35_M12","LIPPOS16JULY_20-D35_M18","LIPPOS16JULY_25-D35_M1","LIPPOS16JULY_35-D35_M19","LIPPOS16JULY_37-D35_M23","LIPPOS16JULY_42-D35_M13","LIPPOS16JULY_56-D35_M22","LIPPOS16JULY_57-D35_M10","LIPPOS16JULY_58-D35_M11","LIPPOS16JULY_59-D35_M20","LIPPOS16JULY_60-D35_M3","LIPPOS16JULY_62-D35_M24","LIPPOS16JULY_67-D35_M21","LIPPOS16JULY_68-D35_M27","LIPPOS16JULY_73-D35_M26","LIPPOS16JULY_74-D35_M5","LIPPOS16JULY_83-D35_M15","LIPPOS16JULY_86-D35_M7","LIPPOS16JULY_87-D35_M25","LIPPOS16JULY_92-D35_M8","LIPPOS16JULY_03-D7_M7","LIPPOS16JULY_05-D7_M27","LIPPOS16JULY_06-D7_M23","LIPPOS16JULY_09-D7_M8","LIPPOS16JULY_12-D7_M18","LIPPOS16JULY_13-D7_M25","LIPPOS16JULY_15-D7_M16","LIPPOS16JULY_21-D7_M10","LIPPOS16JULY_26-D7_M19","LIPPOS16JULY_28-D7_M12","LIPPOS16JULY_39-D7_M21","LIPPOS16JULY_41-D7_M20","LIPPOS16JULY_43-D7_M6","LIPPOS16JULY_47-D7_M13","LIPPOS16JULY_52-D7_M11","LIPPOS16JULY_54-D7_M3","LIPPOS16JULY_61-D7_M2","LIPPOS16JULY_64-D7_M26","LIPPOS16JULY_70-D7_M24","LIPPOS16JULY_71-D7_M15","LIPPOS16JULY_75-D7_M22","LIPPOS16JULY_82-M1_D7","LIPPOS16JULY_85-D7_M4","LIPPOS16JULY_89-D7_M5","LIPPOS16JULY_02-M21","LIPPOS16JULY_07-M3","LIPPOS16JULY_27-M11","LIPPOS16JULY_29-M20","LIPPOS16JULY_30-M4","LIPPOS16JULY_31-M22","LIPPOS16JULY_32-M5","LIPPOS16JULY_33-M13","LIPPOS16JULY_38-M19","LIPPOS16JULY_40-M1","LIPPOS16JULY_49-M27","LIPPOS16JULY_63-M16","LIPPOS16JULY_66-M23","LIPPOS16JULY_72-M26","LIPPOS16JULY_76-M10","LIPPOS16JULY_77-M8","LIPPOS16JULY_78-M2","LIPPOS16JULY_80-M12","LIPPOS16JULY_90-M24","LIPPOS16JULY_91-M7","LIPPOS16JULY_93-M6","LIPPOS16JULY_95-M18"
"PE 42:5p; PE 18:0p/24:5; [M+H]+","23693","22208","38577","10893","52444","20645","11773","20648","20841","23800","21071","22137","14420","19333","15343","19251","16915","22729","14797","29758","27803","19709","19911","35103","17603","33353","32013","32284","15128","42224","43050","25866","20391","18235","22356","19748","36720","28202","17208","15696","10478","18035","15730","26997","26421","20677","25377","22999","54428","43388","37174","18757","42967","58462","49759","33068","33558","35992","31162","54567","64279","31269","22739","24920","31734","20223","16577","32079"," 3040","23612","44105","42895","35444","27726","59962","15080","49208","14389","70747","35170","56493","53183","17513","27828","38076","33764","37849","39545","29385","26094","44096","38266","48202"," 1975"
"PE 42:8; PE 18:2-24:6; [M+H]+"," 2387"," 1679"," 1696"," 1974"," 1493"," 1623"," 1083"," 2382"," 2289","  537"," 1958"," 2355"," 1148"," 1014"," 2226"," 1080"," 1423"," 2608"," 2740"," 3244"," 1638"," 1324"," 2054"," 3519"," 3448"," 2471"," 2405"," 3496","  915"," 4976"," 1634"," 3191"," 2033"," 2235"," 3533"," 1494"," 5831"," 2243"," 2464"," 4383"," 1385"," 2379"," 3568"," 2656","  397"," 2341"," 2472"," 2674"," 1265"," 2193"," 3722"," 3923"," 1843"," 3641"," 4229"," 2211"," 2825"," 2073"," 2318"," 4409"," 1759"," 2534"," 1952"," 1782"," 1171"," 3533"," 2131"," 2057","  326"," 1917"," 2656"," 4272","39752","58371","86850","29979","61247","26610","45701","57017","56842","39077","33766","50723","37824","24013","42030","47540","32032","34521","34904","40338","38660","11989"
"PE 44:10; PE 22:4-22:6; [M+H]+","  461"," 1177","  938","  605","  589","  152","  372","  141"," 1193","  966","  419","  816","   35","  623","  566","  397","  421","  273","  557","  184","  490"," 1080","  387","  330","  159","  896","  474","  977"," 1155","  113","  314","  658","  980","  643","  459","  326","  422","  889","  492","  131","   62","  885"," 1331","  366","  799","  414","  493","  322","  797"," 1797","  509","  330","  362","  506","  500","  471","  562","  227"," 1699","  304"," 3135","  635","  632","  258","  299"," 2321","  578","  638","  119","  113"," 1019","  356","13078"," 1892"," 2013"," 1196","  446","13083"," 8798","14348","19699","24545"," 8759","  623","16421","21612","45919"," 6392","11777","10443","11229","23693","85301"," 6055"
"PE 44:10e; [M+H]+"," 96420","122853","161620","105900","120843","122846"," 82422","119163"," 78453","112651","113209","104028"," 78441"," 89456"," 73611","109796","102331"," 92112","108228","127302"," 93383","112823"," 66752"," 87186"," 94623","104320","122134","123523","121223","114513","100359","107819","117749","102887","103528"," 76256","150222","100508"," 84997"," 90322","102255","103343","101951","105080","108817"," 80843","112643","103838","107892"," 96401"," 95055"," 68234","120653","132668","124082","120136"," 90788","112442","100451","113476","118550","108067"," 95749"," 65909"," 86092","100083"," 78433"," 74636"," 38286"," 82357","110296"," 94362"," 63731"," 65357"," 42918"," 70939"," 46376"," 70380"," 49644"," 58998"," 39711"," 50013"," 44597"," 52105"," 49152"," 46462"," 60064"," 79560"," 42475"," 35512"," 51459"," 42657"," 40969","   513"
"PI 36:2; [M+NH4]+","13273","  166","16969","  270","  149","10440","  547","  165","   95"," 5899","11122","  112","  123"," 9001","16356","15684","  365"," 9670"," 6014","26828"," 7864"," 4366"," 6622","24607"," 4987","  215","  194","  554","  293","  389","  528","  346","28264","14941","33802","15472","35718","12418"," 6562","  481","18960","24283","12015"," 5721","19572"," 6013","32167","20001","11320","12949","  760","  256","  383","  505","  343","  125","  107"," 1047","13610","13566","28273","  308","18070","  698"," 9826","13763"," 8612","11687"," 2972","10528","14572"," 8983","58008","  380"," 1016","  448","49156"," 1354","39003","19906","46795","48266","37395","33467","39598","36790","17573"," 3414","46049","43073","82382","70594","39987","19439"
"PI 36:4; [M+NH4]+","   321","   419"," 12620","  6074"," 26967"," 11721","  8556"," 12514","  9694"," 11626"," 15325"," 18504","  8606","  8483"," 16958","  7873"," 17374"," 10888"," 13278"," 19605"," 16546"," 11749"," 12478"," 31041"," 10378"," 25736"," 25130"," 26198","  8770"," 21541"," 14167"," 20116"," 35213"," 11266"," 25033"," 15912"," 43909"," 18205","  6229"," 15770"," 11026"," 18258"," 19880"," 16569"," 20534","  9831"," 20934"," 12048"," 11226"," 14319"," 14962","  5669"," 13938"," 16363","   126"," 11020"," 30007","   134"," 17167"," 17537"," 28751"," 20013"," 17640","  8548"," 18432"," 25936"," 10239"," 15412","  1784"," 12248"," 11080"," 13494"," 55517"," 34015","111959","    97"," 53461"," 63807","100655"," 48306"," 74615"," 90565"," 88294"," 40628"," 43686"," 94729"," 67899"," 52725"," 67480"," 65000"," 86441"," 61369"," 88004"," 16198"
"PI 38:3; [M+NH4]+"," 1589","  164"," 3222","  102"," 5536","  589"," 1627","  567"," 4051","  305"," 5500"," 3056","   70","  230","  964","  448"," 5799","  171","  424"," 1128","  659","  357","  298","  483","  306"," 1961"," 5831"," 2889"," 2336"," 2160"," 1396","  138"," 1340","  622"," 1448","  230"," 2213","  585","  532","  348","  543"," 1115","  321","  363","  893","  453"," 2133","  506","  400","  304","  699","  193"," 1207"," 5879"," 5817"," 1108"," 5759"," 4502","  573","  613","  805","  322","  788","   64"," 1092","  659","  355","  419","  180","   57","  459","  464","31547","17867","27036","12051","24783","22255","14674","12942","10456","11372","  563","16396","20156","11890"," 5299"," 7781"," 8727","15718","40974","13912"," 5891","  653"
"PI 38:4; [M+Na]+","  361","24624","27598","25903","41430","20284","24458"," 5130","16466"," 5959","15032"," 1894","18145","17246","16599","  766","29737","11796","13157"," 5497","  416","  617","18084","  941","31051","26074","39413","  985","19358"," 1871","38060","12921","18188","   64","   65","  569","  194","29569","  145","10417","16104"," 1111","  148","  575","26258","13690","  809","17445","44089","34963","24590","33786","34127","  876","39178","21799","25901","19887","28592","  290","25951","17059"," 1407","  335","26881","17910","19076","  376","  428","17043","  335","19891","  765","63362","20594","76607","38408","23600","33416","30596","52164","  552","43596","44229","  395","  897"," 1097","15703","51317","71333","46958","45243","35075","13589"
"PI 38:4; [M+NH4]+"," 255530"," 415970","   7012","   1363","   3812","   1885","   1827","   3367","   4332"," 366596","    791","   3421","   2154"," 220479"," 186831"," 206696","    450"," 165244"," 173839"," 365830"," 318151"," 338412"," 270935"," 433548","    210","   2660","   4114","    488","    488","    170"," 393292","    832","   1762"," 214752"," 342578"," 268109"," 450639"," 279461"," 194976","   1105"," 206347"," 394432"," 245865"," 209434"," 370292"," 200708"," 355584","   2088","   1657"," 291890","   3392","   1007","    992","   4364","   8857","   3449","   1770","    755"," 272246"," 358808"," 470987"," 433525"," 301347"," 257716","   2183"," 426753","  32955"," 345404","  20620","  59508"," 459861","   4456","1668941","1307674","   2057","   1795","   1805","   1709","1505116","   3405","1667303","1353192","  12827","   9759"," 738083","1649709"," 812133"," 863864","1020762"," 983339","1245921","1269210","1325530","  51649"
"PI 38:5; [M+NH4]+","  7271","  2102","  1507","   240","  1723","  8633","  2790","  9440","  9237","  6356","    59","   708","  3120","  4408","  9572","  5065","   288","  9204","  5250","  8241","  5922","  9673","  5357"," 18718","  4279"," 16546","   801","   563","  4996","   472","   271","   352"," 16064","  7828"," 10629","  7898"," 12197","  6680","  5995","   285","  8716"," 11056"," 11451","  7461"," 17161","  5861","  9969","  5628","  7070","  7639","  8396","   228","   228","   300","  1128","   539","  7531","   609","  7374","  7783"," 14425","  6291","  8508","  6779"," 16259"," 15097","  4428","  9860","    24","  7539","  7749"," 10795"," 65318"," 43843","122801"," 37210"," 58910","112937","121169"," 44299"," 99974"," 86101"," 96859"," 54335"," 85521","104759","151990"," 74635"," 62879"," 39963"," 92391"," 69174","130188","353992"
"PI 40:4; [M+NH4]+","  128"," 1049","  983","  607"," 1554","   63","  128"," 1158","  665","  212"," 1036","  678","  303","  164","  183","  160","   82","  140","  518","  284"," 1210","  263","  497","  147","  449"," 2257"," 1890","  632","  390"," 1661","  811","  216","   73","  277","   52","  292","  354","  596","   82"," 1080","  185","   81","  463","  279","  375","  212","  195"," 1109","  880","  405","  383","  268","  397"," 1287","   93"," 1002","  174","  654","  125","  426","  284"," 1272","  200","  179","  961","  400","  104","  396","   16"," 1221","  327","  538"," 2189","20146","21405","20690","41802","22723","38066","16571","  797","43504","31507","25513"," 2419","  769"," 8434"," 1684","17292","  677","44037","31320","23181","13390"
"PI 40:6; [M+NH4]+","  127"," 6669"," 8436"," 4353","12617"," 4648"," 3551"," 7585"," 4056","   40"," 3089"," 7831"," 2381","  159"," 2802","  175"," 5690","  919","  148","  624"," 1917"," 1442","  396","   66"," 1129"," 8957","13115","10682"," 5411"," 5804"," 7252"," 6877","  313","  321","  228","  643"," 3203","  194"," 2394"," 5109"," 1983","   96","  297"," 2192"," 5040","  161","   94"," 1139"," 1524","  292"," 3817"," 1794","11765","17051","11586"," 6339","10202"," 5371"," 6116","  201","  238"," 5588","  933","   62"," 7458","  669"," 2644","  291","  153"," 2465","  335"," 3963"," 1289","10418","21134","11153","35510","19330","26085","17786","  486","  783","20806","23419","  733","  883"," 1252","  530","16740","  949","18511","19860","  713","64262"
"PS 34:1; PS 16:0-18:1; [M+H]+","  3309","   173","   427","   196","    65","   706","    71","   553","  1767","  2435","   145","   344","   286","   444","   860","  4422","    91","   129","  1786","   417","   280","   398","   923","  3873","  1067","   232","   672","   595","   298","  1642","   733","   731","  1432","  1556","  1163","  5768","  2021","  1556","   359","   974","  1109","   602","  6706","   962","   175","   688","  1213","   313","   928","  1428","   126","  2206","   193","   164","  1190","   188","   469","   690","   333","   631","   658","   313","   396","  4437","  1022","  1420","  2497","   500","   799","   749","   367","  1534","345226","272281","284699","195235","262912","198886","454484","204364","364783","367075","220214","199971","183943","385106","194551","199014","247918","263855","406682","375531","263434","   815"
"PS 34:2; PS 16:0-18:2; [M+H]+","   134","    67","   250","   127","   120","   109","    29","   227","    68","    90","   213","   146","   109","   278","   402","   165","    34","   183","    23","   393","    96","   120","   112","    24","    79","    33","   101","    58","   149","   381","   101","    86","   138","    71","   184","   262","   470","    32","   467","   168","   115","   245","   410","   194","    58","   143","    81","   105","   216","   893","   217","   475","   134","   253","   347","    86","   139","   111","   236","   438","   330","   126","   347","   154","   270","    51","   127","   102","    23","    70","   161","   790"," 72642"," 44899","157942"," 34911"," 63388","110735","129287"," 73952"," 88067"," 95652"," 73384"," 42482","  3845","111827"," 75298"," 92858"," 58071"," 48550","102235"," 85728"," 71941"," 26706"
"PS 36:0; PS 18:0-18:0; [M+H]+","   468","   393","   456","    94","   599","   383","   501","  1103","   658","   682","   144","   300","   462","   248","   539","   880","   387","   848","  1278","   354","   766","  1693","   628","   229","   532","   141","   525","   291","   719","   476","   565","   200","  1355","   823","   243","   382","   364","  2274","  1098","   247","   389","   698","   728","  1041","   150","  2633","   653","   898","   490","  1122","   304","   638","  1414","    61","   658","   464","   937","   360","   486","   407","   559","   158","   291","   312","   471","   360","   420","   657","   198","   605","  1272","   801","181577","136918","129509","  4559"," 10419"," 90647"," 69886","110602","129043","151032","109467"," 94359","  2747","  6982","  2310","  3584"," 86760","139150","174710","130886"," 86582"," 61392"
"PS 36:1; PS 18:0-18:1; [M+H]+","     77","   2447","   1911","   1785","    177","   2669","    906","   1323","   2263","    366","   1903","    792","    418","    846","   2560","   1693","    315","   2440","    115","    993","   1789","   1577","   2352","   3264","   1147","    348","   1069","    216","    360","   3822","    840","   1296","   2516","    500","    685","   1858","   1019","   4600","    194","    714","   2465","    303","    957","     72","    328","    507","    500","   1758","    946","   3177","   1988","   1280","   2073","    208","    456","   2651","    409","    616","   2253","    389","   1073","    440","    696","    689","   1177","   1026","   2400","    404","    104","    801","    850","   1333","1528448"," 977612"," 888093"," 914573","1286914"," 749194","1181214"," 888140","1120055","1062801","1058648"," 782952"," 573840","1159942"," 498650"," 401367"," 741754","1031397","1475580","1148820"," 591367","   7031"
"PS 36:1; PS 19:0-17:1; [M+H]+","   461"," 19560"," 25790"," 11315"," 24364"," 20945"," 12548"," 17943"," 30039"," 24016"," 15351"," 22791"," 10745"," 16298","  8674","   141"," 12354"," 18846","   632"," 19308"," 24983"," 17740"," 15573"," 23594"," 25907"," 24093","   251"," 32226"," 22199"," 45411"," 24377"," 34521"," 22273","   498"," 27449","   463"," 45971"," 31568"," 20928"," 27225"," 18296"," 17768"," 19054"," 22443"," 19519"," 20663"," 21681"," 25167"," 29465"," 22884"," 23722"," 16543"," 22883"," 40973","   547"," 18866"," 20475"," 27871"," 20159","   650"," 37099"," 17002","   369","  1317"," 19883"," 12436"," 12384"," 18440","  2022"," 13710"," 28167"," 22413","161541","244689","  2566","115725","160840","210304","218819","137056"," 83950","224647","163448","198255","150608","188571","254611","281197","213769","228794","  4582","175656","237681","    37"
"PS 36:2; PS 18:0-18:2; [M+H]+","    199","  10009","   9538","   6169","  10714","   5937","   9303","   7691","   6730","    651","   6527","  10562","   4900","  10407","   5671","   1236","   5721","   5285","   2933","    808","  12160","   6719","   5928","  11557","   3435","   7170","    718","   4522","   8319","   1891","   6234","   5518","   6861","    858","   6751","    373","   1755","   1144","   4107","   8922","   6213","   2785","   4324","   7779","   4024","   5190","   7281","   5535","   7292","   3818","   6221","   4633","  10469","   2042","  19957","   2245","  10866","    936","   6301","    617","   9572","   7161","    637","   1279","   6333","   1169","   6785","   6343","    118","   7143","   6192","  10115"," 121050","1543464","2350636","1149170","1919586","2008626","2884852","1947586"," 127653"," 121402","2162545","1514413"," 103769"," 152405"," 102944","  92400"," 105675","  87174","2897712"," 137991"," 107651"," 261271"
"PS 36:3; PS 18:1-18:2; [M+H]+","   85","  359","  580","  134"," 5160","  413","  535","  545","  661","  978","  151","  290","  354","  511","  606"," 1151"," 3808","  515"," 1068","  487","  263","  216","  314","  330","  532","  243"," 6043","  286","  164","  733","  145","  501","  369","  341","  270","  445","  518","  145","   84"," 1756"," 2664","  107"," 2008"," 1243","  330","  434","  337","  833","  671"," 4706","  169"," 1477","  120"," 6191"," 1125","  100","  742","   73","  862","  428","  406","  197","  604","  264","  517"," 1207"," 2737","  374","  150","  959","  158"," 1078","41801","29150","33034"," 5629"," 1870","51562","74193","52894","53705","56395","64201","29001","49146","66514","62953","71620","49696","48878","84216","57671","46130","  325"
"PS 36:4; PS 16:0-20:4; [M+H]+","    51","   214","   977","   230","   262","   196","  2388","   369","   327","   459","    60","  1573","   229","   112","    85","    49","   446","   664","   441","    74","   125","   159","   147","   248","  1184","    91","   112","   127","  1067","   484","   211","  1218","  2298","    88","   310","   133","    55","  1165","   176","  2366","  1574","   171","    53","   105","   767","   132","   180","  2460","  1618"," 16848","   352","   769","   786","   920","  1846","   933","  1873","   440","   461","    79","    64","   587","   152","    22","  1181","   532","  4643","   382","     9","  1446","   338","   850"," 46611","  3271","100749","  1557"," 51885"," 62912"," 94984"," 35532"," 84736"," 57255"," 38181"," 32824"," 41058"," 65233"," 88247"," 73981"," 50628"," 43955"," 64757"," 41761"," 92056","   240"
"PS 37:4; PS 17:0-20:4; [M+H]+","229232","  7618","  8770","  6586"," 15482"," 12300"," 16102","  1928","  1751","147282"," 11969"," 22423","  3414"," 72581","117151"," 75385","  5359","174651","143901","236777","108905","149778","297648","114389","  3518","  2073"," 14528"," 16468","  4190","  3288","  9331"," 11843","142614","229410","123818","133624","334092","166461"," 84188","  3501","219511","136277","214988","103756"," 14599","105812","120007","118010","  1653","452097"," 22546","  4549"," 16687"," 17121"," 15562"," 17445","  3485"," 21800","394334","155339","351586","  3109","162475","186470","137490"," 75790","146518","234750","216688","  1657","133294"," 14203","400762"," 24213","  6743"," 24443"," 30431"," 23437","133889","115447","120572","114185"," 11638"," 15137","137795"," 94290","106907","129789","272510","254724","  5866","  7669"," 99050","  1558"
