"","LIPPOS16JULY_04-D21_M26","LIPPOS16JULY_10-D21_M3","LIPPOS16JULY_17-D21_M10","LIPPOS16JULY_18-D21_M6","LIPPOS16JULY_22-D21_M5","LIPPOS16JULY_23-D21_M7","LIPPOS16JULY_24-D21_M21","LIPPOS16JULY_34-D21_M15","LIPPOS16JULY_36-D21_M24","LIPPOS16JULY_44-D21_M1","LIPPOS16JULY_45-D21_M2","LIPPOS16JULY_46-D21_M23","LIPPOS16JULY_48-D21_M8","LIPPOS16JULY_50-D21_M19","LIPPOS16JULY_51-D21_M22","LIPPOS16JULY_53-D21_M27","LIPPOS16JULY_55-D21_M20","LIPPOS16JULY_65-D21_M12","LIPPOS16JULY_69-D21_M18","LIPPOS16JULY_79-D21_M11","LIPPOS16JULY_81-D21_M13","LIPPOS16JULY_84-D21_M4","LIPPOS16JULY_88-D21_M25","LIPPOS16JULY_94-D21_M16","LIPPOS16JULY_08-D35_M4","LIPPOS16JULY_11-D35_M6","LIPPOS16JULY_14-D35_M2","LIPPOS16JULY_16-D35_M16","LIPPOS16JULY_19-D35_M12","LIPPOS16JULY_20-D35_M18","LIPPOS16JULY_25-D35_M1","LIPPOS16JULY_35-D35_M19","LIPPOS16JULY_37-D35_M23","LIPPOS16JULY_42-D35_M13","LIPPOS16JULY_56-D35_M22","LIPPOS16JULY_57-D35_M10","LIPPOS16JULY_58-D35_M11","LIPPOS16JULY_59-D35_M20","LIPPOS16JULY_60-D35_M3","LIPPOS16JULY_62-D35_M24","LIPPOS16JULY_67-D35_M21","LIPPOS16JULY_68-D35_M27","LIPPOS16JULY_73-D35_M26","LIPPOS16JULY_74-D35_M5","LIPPOS16JULY_83-D35_M15","LIPPOS16JULY_86-D35_M7","LIPPOS16JULY_87-D35_M25","LIPPOS16JULY_92-D35_M8","LIPPOS16JULY_03-D7_M7","LIPPOS16JULY_05-D7_M27","LIPPOS16JULY_06-D7_M23","LIPPOS16JULY_09-D7_M8","LIPPOS16JULY_12-D7_M18","LIPPOS16JULY_13-D7_M25","LIPPOS16JULY_15-D7_M16","LIPPOS16JULY_21-D7_M10","LIPPOS16JULY_26-D7_M19","LIPPOS16JULY_28-D7_M12","LIPPOS16JULY_39-D7_M21","LIPPOS16JULY_41-D7_M20","LIPPOS16JULY_43-D7_M6","LIPPOS16JULY_47-D7_M13","LIPPOS16JULY_52-D7_M11","LIPPOS16JULY_54-D7_M3","LIPPOS16JULY_61-D7_M2","LIPPOS16JULY_64-D7_M26","LIPPOS16JULY_70-D7_M24","LIPPOS16JULY_71-D7_M15","LIPPOS16JULY_75-D7_M22","LIPPOS16JULY_82-M1_D7","LIPPOS16JULY_85-D7_M4","LIPPOS16JULY_89-D7_M5","LIPPOS16JULY_02-M21","LIPPOS16JULY_07-M3","LIPPOS16JULY_27-M11","LIPPOS16JULY_29-M20","LIPPOS16JULY_30-M4","LIPPOS16JULY_31-M22","LIPPOS16JULY_32-M5","LIPPOS16JULY_33-M13","LIPPOS16JULY_38-M19","LIPPOS16JULY_40-M1","LIPPOS16JULY_49-M27","LIPPOS16JULY_63-M16","LIPPOS16JULY_66-M23","LIPPOS16JULY_72-M26","LIPPOS16JULY_76-M10","LIPPOS16JULY_77-M8","LIPPOS16JULY_78-M2","LIPPOS16JULY_80-M12","LIPPOS16JULY_90-M24","LIPPOS16JULY_91-M7","LIPPOS16JULY_93-M6","LIPPOS16JULY_95-M18"
"PC 36:4; [M+Na]+"," 0.09928319"," 0.20150178"," 1.16899571","-0.18364034","-0.38305540"," 1.55783163","-0.21439412"," 0.01564919"," 0.76925465","-0.18364034"," 0.30353724"," 0.18605063","-0.09324241","-0.25207120"," 0.53609002"," 1.91578521","-0.08041188"," 1.35026030","-0.46666388"," 1.50591712","-0.33441871","-0.07427422"," 0.13197851"," 0.14483735","-0.68411322"," 0.11328508"," 0.20150178","-0.01804110"," 0.84111205"," 0.02466808","-0.14772763","-0.06088873"," 1.46240979"," 1.01426882"," 1.01426882"," 0.06885533"," 0.77808916","-0.43068813","-0.58586425"," 0.65540249"," 0.09083731"," 1.40185721"," 1.64263608","-0.09324241"," 0.24540758"," 0.46471597"," 1.29806982"," 0.60076002"," 0.28833746"," 0.20150178"," 0.58226252","-0.23323645","-0.06088873","-2.33230873"," 0.11328508"," 0.67331667","-0.44344110"," 0.48432266","-0.18960257","-3.04547781","-0.04205680","-0.02401314","-3.93396756","-3.19248631","-0.55230163"," 1.05173557","-0.34698019","-0.04205680","-6.58400976","-0.22728332","-0.18364034","-0.12493357","-0.56358556","-0.31077688"," 0.15156504","-0.40198903","-0.58586425"," 0.39466591","-0.06666990"," 0.32912375","-0.01804110","-0.10538126"," 0.17873486","-0.49578382"," 0.42000855"," 0.20947826"," 0.28114279"," 0.52620693","-0.15900359","-1.11574932","-0.20833809","-0.03047511","-0.10538126"," 2.32129618"
"PC 36:4; PC 16:0-20:4; [M+H]+"," 0.4828553"," 0.4828553"," 0.1110517"," 0.4828553"," 0.4828553"," 0.1110517"," 0.1110517"," 0.4828553"," 0.1110517"," 0.4828553"," 0.4828553"," 0.1110517"," 0.1110517"," 0.1110517"," 0.4828553"," 0.1110517"," 0.4828553"," 0.1110517"," 0.4828553"," 0.1110517"," 0.4828553"," 0.4828553"," 0.4828553"," 0.4828553"," 0.1110517"," 0.4828553"," 0.4828553"," 0.1110517"," 0.1110517"," 0.1110517"," 0.4828553"," 0.1110517"," 0.4828553"," 0.1110517"," 0.1110517"," 0.4828553"," 0.4828553"," 0.1110517"," 0.4828553"," 0.1110517"," 0.1110517"," 0.1110517"," 0.4828553"," 0.4828553"," 0.1110517"," 0.4828553"," 0.1110517"," 0.1110517"," 0.1110517"," 0.1110517"," 0.1110517"," 0.1110517"," 0.1110517"," 0.1110517"," 0.1110517"," 0.1110517"," 0.1110517"," 0.1110517"," 0.4828553"," 0.1110517"," 0.4828553"," 0.1110517"," 0.4828553"," 0.4828553"," 0.4828553"," 0.4828553"," 0.1110517"," 0.4828553","-0.3916214"," 0.4828553"," 0.4828553"," 0.4828553"," 0.1110517","-0.7202893","-0.7202893","-1.1111773","-1.3746033","-0.7202893","-0.3916214","-1.1111773"," 0.1110517","-0.3916214","-1.1111773","-0.7202893","-0.3916214","-0.3916214"," 0.1110517"," 0.1110517","-0.3916214","-0.3916214","-1.1111773","-0.3916214"," 0.1110517","-9.2478088"
"PC 36:4; PC 16:1-20:3; [M+H]+","-3.311744348"," 1.182219897"," 0.362917362"," 1.033802153"," 0.469711866"," 0.166195482"," 0.023686059"," 1.246828942"," 0.433071795"," 0.480373689"," 1.495168856"," 0.657992734","-0.559445624"," 0.080274455","-0.578273253"," 0.281580558"," 0.965193338"," 0.058084886"," 0.618802001"," 0.324330128","-0.095783635"," 0.389090190"," 0.094034966"," 0.706127870","-0.789006646"," 0.772401423"," 0.950929568","-0.241922388","-0.102179725","-0.095783635"," 0.016639919","-0.261024193"," 0.459466762"," 0.273309476"," 0.127385163"," 0.127385163","-0.449564409","-0.095783635"," 0.822123416","-0.083194150","-0.616796511"," 0.638655177","-0.034183547"," 0.050837819"," 0.565892128"," 0.199313030"," 0.500305887","-0.136385953","-0.515943388","-0.509113335"," 0.183482721","-0.907925513"," 0.226807190"," 0.696926162"," 0.002394988"," 0.812222040"," 0.242591723"," 0.443336672","-0.164308833","-2.776443344"," 1.033802153","-0.136385953"," 0.491051471","-3.045006429"," 0.832475518"," 0.647052136","-1.047736024"," 0.928529275","-1.059787419"," 0.905611878"," 0.802083448"," 0.451189907"," 0.080274455","-0.261024193"," 0.183482721","-0.477675891","-0.597557906"," 0.389090190"," 0.173933946","-0.341826320"," 0.226807190"," 0.140719497","-0.004141106"," 0.140719497","-5.133707104"," 0.106570052"," 0.802083448"," 0.536063639","-0.102179725","-0.522272758","-0.108532057","-0.248419425"," 0.997272565","-3.639648265"
"PC 36:4; PC 18:2-18:2; [M+H]+"," 0.142514777"," 0.184633580"," 0.863505220","-0.151840270","-0.186502357"," 1.178011622","-0.213021190","-0.042250727"," 0.433196089"," 0.036968048"," 0.331013777"," 0.331013777","-0.213021190","-0.003799972"," 0.940612195"," 1.358261759"," 0.067171564"," 1.094655855","-0.435759891"," 1.178011622","-0.113983407","-0.113983407"," 0.223802001"," 0.106261319","-0.151840270","-0.042250727"," 0.142514777","-0.113983407"," 0.748629580"," 0.106261319"," 0.067171564"," 0.223802001"," 1.178011622","-6.195674237"," 0.940612195"," 0.530125282"," 0.634075606","-0.072424296","-0.272560958"," 0.381356627"," 0.223802001"," 1.009166533"," 1.358261759"," 0.106261319"," 0.142514777"," 0.692797248"," 0.863505220"," 0.381356627","-0.003799972"," 0.036968048"," 0.578893225","-0.151840270"," 0.223802001"," 0.278780268"," 0.036968048"," 0.530125282","-0.042250727"," 0.381356627","-0.003799972"," 0.278780268"," 0.278780268","-0.113983407"," 0.184633580","-5.321037412","-0.301362374"," 1.094655855","-0.072424296","-0.072424296","-0.567021208","-0.272560958"," 0.142514777"," 0.067171564"," 0.142514777","-0.388310469"," 0.483922422"," 0.184633580","-0.301362374"," 0.692797248"," 0.331013777"," 0.692797248"," 0.381356627"," 0.184633580"," 0.381356627","-0.042250727","-6.995711880"," 0.578893225"," 0.863505220"," 1.094655855"," 0.067171564","-0.627522873","-0.151840270"," 0.184633580"," 0.184633580","-5.009408195"
"PC 36:4e; [M+H]+","-1.6951436"," 0.4293909"," 0.7085303"," 0.2408328"," 0.5174262"," 0.4765483"," 0.4437840"," 0.3777840"," 0.5340157","-1.9414551"," 0.2567048"," 0.7910166"," 0.7709848"," 0.4765483","-2.7962677","-3.2092891"," 0.3006016"," 0.6069090","-2.4019258","-2.2167177"," 0.8308393"," 0.3006016"," 0.4437840"," 0.4437840"," 1.0391852"," 0.5726255"," 0.5174262"," 0.8570501"," 0.8570501"," 1.0666448"," 0.8308393"," 1.2017987"," 0.4293909","-2.3210367","-1.7721548","-1.7477083","-1.5404845","-1.9083640"," 0.7085303"," 0.9669124"," 0.5174262","-2.6096665","-1.8516326","-3.7316384"," 0.5584517","-1.8329940","-2.1125896"," 0.7709848"," 0.8308393"," 0.5174262"," 0.6409267"," 0.7085303"," 0.6865831"," 0.5584517"," 0.5890755"," 0.6409267"," 0.5584517"," 0.9112345"," 0.7709848","-1.7282934","-1.7184435"," 0.7257747","-2.0663555","-1.7820868"," 0.4765483","-2.3460617"," 0.6409267","-1.9736689","-2.4760780"," 0.3777840"," 0.7709848"," 0.7517118","-1.0478854"," 2.0234908"," 2.3411862"," 1.4993269"," 2.1012907"," 2.0234908"," 1.9611027"," 1.3588002","-0.8278408","-1.1346106"," 1.8361682"," 2.1012907","-1.0478854","-1.0889869","-0.9541093","-0.8114627"," 1.8909312","-1.5125271"," 2.2570103"," 1.7863882"," 2.3411862"," 1.6821380"
"PC 36:5; [M+H]+"," 0.20486482"," 0.57833499","-0.03524350","-0.85315406","-0.71315214","-0.15384804","-1.53216460","-0.48402371","-1.61823880","-0.08092252","-2.24358866","-0.18073304","-0.65722708"," 0.26180680","-0.04074322","-0.76352756"," 0.34922430","-0.87584951"," 0.26180680","-0.13928079","-2.03392762","-0.12407059","-1.53216460","-0.84467189"," 0.10140703"," 0.90276856","-0.59335181","-0.95101129","-1.38710938"," 0.32544712","-0.51549825"," 0.19189675","-1.33516834","-2.89674321","-1.04566767","-0.23543946","-0.95101129"," 0.66343986","-2.79857400"," 0.47962441","-0.31653211","-0.29382829","-0.99946133"," 0.19189675","-0.46298854","-0.18588593","-0.70023585","-0.85315406","-0.78820816","-1.58007674","-0.04627233","-0.03524350","-0.22875241"," 1.28419622","-1.07424333"," 0.03859071"," 0.35408436","-0.50111582"," 0.62360194","-0.22210831"," 0.25321619","-1.18653159"," 0.85617353","-1.63354314","-0.70023585","-0.71315214","-1.71949421","-1.23539124"," 1.55590395","-0.27577091","-0.69410914","-0.07669910"," 1.44144174"," 0.68956040"," 0.96093779"," 0.94836503"," 0.07930514"," 2.02606913"," 2.24329509"," 1.60941974"," 0.94377775"," 1.38016367"," 3.15617972"," 0.40496487"," 2.33177589"," 0.97976257"," 2.94983039"," 2.79773674"," 0.93078459"," 0.26180680","-1.99214727"," 0.70772616"," 3.13198741"," 6.67811222"
"PC 36:5; [M+Na]+","-3.47965363"," 1.19111383"," 0.21165209"," 1.15680795"," 0.28407250","-0.07429366","-0.12656620"," 0.83461195"," 0.49586771"," 0.60006765"," 1.27067615"," 0.39599742","-0.26078672"," 0.29825832","-0.48185233"," 0.23791962"," 1.16551526"," 0.04633450"," 0.40930476"," 0.29036585","-0.59266136"," 0.38189588"," 0.09561202"," 1.14794317","-0.81044324"," 0.73007128"," 0.98323836","-0.24315923","-0.04807190","-0.09017121"," 0.32339329","-0.31125021"," 0.51669015"," 0.39599742"," 0.31699203"," 0.35334489","-0.72231469","-0.11282751"," 0.99932147","-0.02662403","-0.66543572"," 0.68123252"," 0.10410758"," 0.22456076"," 0.67437180"," 0.38938403"," 0.35334489","-0.20568836","-0.38233352","-0.34013563"," 0.25687430","-0.70991072","-0.11883009"," 0.51669015"," 0.36679785"," 0.87801080"," 0.11779626"," 0.39599742","-0.25000941","-2.83320627"," 1.04074690","-0.04171049"," 0.73668287","-3.79856345"," 0.51669015"," 0.18545513","-0.92252884"," 0.81969545","-0.75536023"," 0.71688828"," 0.88495448"," 0.60831552"," 0.08847083","-0.44588922","-0.21205938","-0.33351561","-0.78732331"," 0.44840660","-0.25600293","-0.58751240"," 0.21165209","-0.16264176","-0.18635083","-0.14388654","-0.07429366"," 0.05938941"," 0.90124648"," 0.48099637","-0.22968437","-0.83904027","-0.40243481","-0.26078672"," 0.53084322","-4.99685719"
"PC 36:5; PC 16:1-20:4; [M+H]+"," 0.528822859"," 0.934911500"," 0.209364620"," 1.097950633"," 0.629412940","-0.293565379","-0.082910893"," 1.097950633"," 0.369502042"," 0.528822859"," 1.316492581"," 0.339514116","-0.369343266"," 0.183081015","-0.369343266","-0.108196347"," 1.043620631","-0.321036319"," 0.576902184"," 0.339514116","-0.321036319"," 0.308805021"," 0.001010171"," 0.629412940","-0.913213205"," 0.838795716"," 0.838795716","-0.220440429","-0.438676347","-0.170501703","-0.137001872","-0.321036319"," 0.308805021"," 0.248897484"," 0.028191610"," 0.183081015","-0.637855571","-0.170501703"," 0.838795716","-0.271601482","-0.740779245"," 0.492038936","-0.293565379"," 0.052472094"," 0.629412940"," 0.369502042"," 0.576902184","-0.343967308","-0.740779245","-0.577186453"," 0.149629402","-0.801473397"," 0.001010171"," 0.409452108"," 0.080040781"," 0.728912397"," 0.248897484"," 0.308805021","-0.293565379","-0.577186453"," 1.097950633","-0.082910893"," 0.409452108"," 0.934911500"," 0.629412940"," 0.449988870","-1.342915844"," 0.728912397","-1.937400479"," 0.880690616"," 0.782246932"," 0.728912397"," 0.080040781","-0.416156977","-0.271601482","-0.824830591","-0.995588689"," 0.183081015"," 0.149629402","-0.740779245","-7.196851790"," 0.052472094","-0.220440429","-0.457461713","-0.196211061","-0.137001872"," 0.687059036"," 0.339514116","-0.271601482","-0.416156977","-0.369343266","-0.529774936"," 0.934911500","-0.614924031"
"PC 36:5e; [M+H]+"," 0.649978928"," 0.477890448","-1.287049454"," 0.038442816","-0.001442545"," 0.331273932","-3.371910558","-0.423721749"," 0.522083441"," 0.438440966"," 0.215776051","-1.000755469"," 0.379558787"," 0.042273359","-0.500256059","-1.985221094","-1.525096780","-0.005917085"," 0.115089034"," 0.042273359","-0.026733796"," 0.401015008"," 0.513796230"," 0.322658152","-0.965233971","-0.374532971","-0.527342696","-1.627470960"," 0.369826353","-0.716594928","-0.756334586","-2.831580959"," 0.210158746","-2.563653870","-4.277875103","-3.962896773"," 0.210158746"," 0.501542701"," 0.456864752","-0.630439040"," 0.077369127","-3.808379155"," 0.658081101"," 0.286951895"," 0.044111447"," 0.160213700"," 0.188593787","-0.042852072"," 0.115089034"," 0.121563732"," 0.581090469","-1.419134956","-0.446958152","-1.845866937","-0.299775949","-0.030824140","-0.085385940","-0.366076507"," 0.311238228","-2.853247383","-0.574763519","-0.206163512","-2.513991558","-4.028340708"," 0.188593787"," 0.155682709","-0.366076507"," 0.226932508","-2.677374973"," 0.124923650"," 0.073166127","-1.197638352"," 1.726435247"," 2.055684970"," 1.991229152"," 1.624903797"," 1.656579923"," 2.104241622"," 2.004199545"," 1.560443391"," 2.048280522"," 2.117593520"," 1.651715371"," 1.814759765"," 1.900791747"," 1.820249546"," 2.077233059"," 2.077233059"," 1.881725521"," 1.293248490"," 1.810277857"," 1.588520707"," 2.091578081"," 3.675282766"
"PC 36:6; PC 14:0-22:6; [M+H]+"," 0.86622987"," 0.85995051"," 0.22566509"," 0.39591768"," 0.49343303"," 0.08555929","-0.24114784"," 0.87843250"," 0.22566509"," 0.73758938"," 0.76149725"," 0.40177707","-0.02801306"," 0.20121770","-0.60013733"," 0.29293570"," 0.66741639","-0.12927859"," 0.32696560"," 0.21349687","-0.09227810"," 0.37504433"," 0.21349687"," 0.81477022"," 0.21349687"," 0.73758938"," 0.83661776"," 0.48761832","-0.15015998"," 0.67360118"," 0.42042941"," 0.48258288"," 0.49343303"," 0.31575575"," 0.26767642"," 0.45181291"," 0.05628172"," 0.56318117"," 0.61133605"," 0.01916149","-0.35940906"," 0.80945662"," 0.13721716"," 0.21078123"," 0.56318117"," 0.14271213"," 0.75560439","-0.24366301","-0.11052005","-0.04058024"," 0.55786949","-0.13683042"," 0.51122154","-4.20329735"," 0.61133605"," 0.32154042"," 0.68018118","-5.81748805","-0.15634330"," 0.84220285"," 1.16423088"," 0.56318117"," 0.56880758","-3.74422034"," 0.93640485"," 0.32696560","-0.66960881"," 0.49995145","-0.31162127"," 0.70871189"," 1.12923600"," 0.15762814","-0.50397600","-0.60921037","-0.38400880","-0.63758163","-0.50397600","-0.08208584","-0.30672949","-0.82753610","-0.04663610","-0.28333468","-0.69642560","-0.41370744","-0.29524221","-0.12318156"," 0.47672388"," 0.38275625","-0.76689525","-1.68155860","-1.01514483","-1.09523716"," 0.33429062","-1.75276290"
"PC 37:1; PC 18:0-19:1; [M+H]+"," 1.162461538"," 0.198448150"," 0.085389838"," 0.181058984","-0.086363398"," 0.593597622"," 0.362082271"," 0.280436200"," 0.432942723"," 0.371877285"," 0.371877285"," 1.648840551"," 0.443842901","-0.179280632","-0.540447411"," 0.494225010"," 0.351869914"," 0.311410619"," 0.058113855"," 1.233278054","-0.259641410","-0.468624863"," 0.112491383"," 0.219929908","-1.269824796"," 0.420574876","-0.333269329","-0.468624863","-0.160278592","-0.323522882","-0.848120483","-0.148071699"," 0.321681613","-0.267680689"," 0.382093961","-0.314427298"," 0.760646357","-0.531540901","-0.953651644","-0.953651644","-0.810075144"," 0.094377028","-0.009845222","-0.810075144","-0.342304341"," 0.432942723"," 1.073189496","-0.188539933"," 1.084194773"," 0.522822159"," 0.917217106","-0.602460149"," 1.022771840"," 1.296503537"," 0.699339882"," 0.058113855","-0.612254594"," 0.562041068"," 0.207600718"," 0.751135555"," 0.852871875"," 0.301954741"," 0.820367825"," 0.454205874","-0.279284867"," 0.884169765","-1.111421337"," 0.037387976","-0.506027126","-0.039638309"," 0.058113855","-0.424693454","-0.452624293","-0.521235090"," 0.250425722","-1.371711912"," 0.614984567","-0.304543318","-1.102180809","-1.111421337"," 0.678364087","-0.274820647","-1.111421337","-1.146564898"," 1.222787205"," 0.390588828","-0.371862459","-0.574049207","-0.566937122","-1.325352091"," 0.112491383","-0.699817120","-0.249733774","-1.172216776"
"PC 37:1e; [M+H]+"," 0.48421936"," 0.71653154","-0.22289014"," 0.93341269","-0.65947720"," 0.57463137","-0.17227555"," 0.16649034","-1.25846333","-0.43717943","-1.04860946","-1.25846333","-0.39311145","-1.27571140","-0.90959776"," 1.80776654"," 0.40267829","-0.37406036"," 0.14451930"," 1.01131204"," 0.32731680"," 0.25017726"," 0.42494153","-0.82734830","-0.29286519"," 0.71653154","-0.12325024","-0.50718501"," 0.65882983","-1.22258215","-1.43548891","-0.73724695","-0.61084203","-0.14692097"," 0.57463137"," 0.51446609"," 1.76177621","-0.56423498"," 0.40267829"," 0.27776649","-0.24532420"," 2.00560659","-1.50722416","-0.29286519","-0.12325024"," 0.84354691"," 0.14451930","-0.22289014","-0.17227555","-0.39311145","-0.04692443","-0.48199611"," 0.40267829","-0.92794592"," 0.19549325"," 0.19549325","-2.71445305","-1.10643594"," 0.84354691"," 0.74520177"," 0.54341064"," 0.45245596"," 0.14451930"," 0.30336075"," 1.21219312"," 0.22040419"," 0.77954823"," 0.40267829","-1.08596219","-0.37406036"," 0.02858345","-0.09817981"," 0.62627400","-0.37406036","-0.24532420","-0.24532420","-0.26586916"," 0.51446609","-0.53243717","-0.85066125","-0.07124866"," 0.40267829","-0.37406036"," 0.22040419"," 1.11650301"," 0.84354691"," 0.22040419"," 0.90126871","-0.14692097"," 0.40267829"," 0.84354691"," 0.32731680","-0.71258228"," 0.05618706"
"PC 37:2; PC 19:0-18:2; [M+H]+"," 1.32964688"," 0.38155031"," 0.68459451"," 0.17268279","-0.06510466"," 1.00668304"," 0.98695628"," 0.36220331"," 1.19013576"," 0.18848906"," 0.22210876"," 1.43275803"," 0.51299413"," 0.31289214"," 0.55328926"," 1.55625924"," 0.89669067"," 1.16626951"," 0.05956583"," 1.52225534"," 0.38155031"," 0.36220331"," 0.68459451"," 0.68459451","-0.41161669"," 0.34601580"," 0.32716926"," 0.29391551"," 0.78495434"," 0.18848906","-0.17795329"," 0.46445480"," 1.19013576"," 0.46445480"," 1.16626951"," 0.48064783"," 0.64709905"," 0.46445480"," 0.04621540"," 0.66397772"," 0.41610976"," 0.98695628"," 1.02908131","-0.22626916"," 0.78495434"," 1.11279670"," 1.39369582"," 0.44582400"," 1.05607917"," 0.70322487"," 1.19013576"," 0.82552722"," 0.72554372"," 1.21494159"," 0.60764783"," 0.32716926"," 0.20486472"," 0.53363447"," 0.51299413"," 0.89669067"," 0.53363447"," 0.49511483"," 0.66397772"," 0.51299413"," 0.32716926"," 1.21494159"," 0.01315087"," 0.53363447","-0.36138987"," 0.25549249"," 0.68459451"," 0.10703397","-1.89258900","-2.80049782","-1.47488016","-2.30186105","-1.85898760","-1.82229772","-2.58662590","-1.91649294","-1.42124799","-1.89914518","-2.48117880","-2.26904592","-0.90724510","-1.57257369","-1.46692727","-1.61574548","-1.79832436","-2.36811620","-2.36242950","-1.82229772","-1.98954757","-2.61844046"
"PC 37:2e; [M+H]+"," 0.02185240"," 0.28530206"," 1.83688571"," 1.41631815","-0.16010065"," 1.54261600"," 0.01144670","-0.42493398"," 1.39422269","-2.33100893"," 0.96343149"," 0.67111028"," 0.32534050"," 0.57879767","-0.57725480","-0.52879774"," 1.07942414","-2.13562457"," 0.21351375","-0.69945108","-1.62383415","-2.72107604","-2.18634513"," 1.51403641"," 0.36457144"," 0.76594780"," 1.07942414"," 1.31881830"," 1.31238913","-0.55455195"," 0.45955694"," 0.46459098"," 1.85378123","-1.37580987","-0.20038353","-0.66001247"," 0.25148711","-3.91388602","-0.79314104"," 1.99125551"," 1.24201687","-0.05203951","-1.36483251","-0.83861740"," 1.49805448","-0.99252120","-0.64280986"," 1.37265229"," 0.96985610"," 1.36742241"," 0.13885695","-0.01189111"," 0.14341341"," 0.72364539"," 1.46977941"," 0.38917487"," 0.20883451"," 1.58486170"," 1.35535294","-2.14037527","-1.79848625","-0.89085711","-0.46960681"," 0.75115953"," 0.25567640","-0.17638887"," 1.09519342","-3.59689513","-1.56943199"," 0.26605893","-0.98093471"," 0.15310169"," 0.55563007","-1.04036550","-0.67397431"," 0.37344897"," 0.19266264"," 0.82378761","-0.66823199"," 0.55038893"," 0.79552121"," 0.17773112"," 0.57353915"," 0.82378761","-0.59150022"," 0.52549890"," 0.40748921"," 0.83438885"," 0.13441400","-0.53881662","-3.07706110","-0.13150787","-1.12046178"," 0.78429896"
"PC 37:3; PC 19:1-18:2; [M+H]+"," 1.58161536","-1.08589801","-1.08589801","-1.69385596","-0.06676258","-1.17253430","-1.56758904","-1.19718537","-0.20168616"," 0.85875539"," 1.49726857","-0.20412932"," 1.03891724"," 0.11350040"," 0.81177071"," 1.77811674"," 1.34665247"," 1.61565557"," 0.20808985"," 1.86159148"," 0.49445513"," 0.17574830"," 1.05314077"," 0.25959269"," 0.82191864","-1.55703869","-0.47583254"," 0.17150825"," 0.15139061","-0.08729225","-0.21400610"," 0.92620720"," 0.44560397"," 0.84455872"," 1.20103118"," 0.88489200"," 0.93653243"," 0.62669359"," 0.87618532","-0.18632410"," 1.11613618"," 1.41339379"," 1.26079362"," 0.78931226","-3.00659327"," 1.39513005"," 1.50934478"," 1.28700604"," 0.40192606"," 0.83027905","-1.13966279","-5.92012336","-1.87129559"," 0.54124986","-0.11771880"," 0.50346072","-2.05562793"," 0.58029076"," 0.89866848"," 1.22993774"," 1.08677047","-2.06676621"," 1.33395623"," 0.91333267","-3.75823651"," 1.52089002","-0.51660728"," 0.89411363"," 0.44560397","-0.10928936"," 1.19185693","-1.89269673","-0.07426369","-2.15143642","-1.48181227","-2.40579337","-1.76985037","-2.58766889"," 0.61658345","-2.41452885"," 0.92620720"," 1.02935281"," 0.43605386","-2.69041776"," 1.14679063"," 0.54124986"," 0.71876738"," 0.71078813"," 0.94154137","-0.33354061","-2.06277275"," 0.25494599"," 0.64638907","-0.47078039"
"PC 37:4; PC 17:0-20:4; [M+H]+","-0.14978746"," 1.53013844"," 0.71095350"," 1.06419291"," 1.20135437"," 0.94654046"," 0.60989768"," 1.56688467"," 0.90457286","-0.14978746"," 1.08925770"," 1.13596611"," 1.02491287","-0.42560231","-1.15828022","-0.35274691"," 1.20135437"," 0.69001304","-0.57056936","-0.07376672","-0.57056936","-0.29952037","-0.25759557"," 0.22513437"," 0.75149335"," 1.34397433"," 1.53013844"," 0.86142119"," 0.20565300"," 1.37280648"," 1.16060269"," 1.20135437","-0.02509532","-0.44022700","-0.32275467","-0.81850549","-0.45579709","-0.33730990","-0.39500742"," 0.49735573","-0.38043952","-0.74543166","-0.42560231","-0.73498827","-0.02509532","-0.48220929"," 0.00237641"," 0.45720350"," 0.62968099"," 0.36217317"," 0.86142119"," 0.67012710"," 1.11312568"," 1.47677171"," 0.83853472"," 0.59121888"," 0.77339498"," 0.55051776"," 0.59121888","-0.78237147","-0.21089615"," 0.82119716","-0.02509532","-0.13457044","-0.22529069"," 0.20565300","-1.32243533","-0.21089615","-1.85006552"," 1.16060269","-0.12031207"," 1.20135437","-0.97909740","-0.60199189","-0.39500742","-1.09212184","-0.72007439","-0.25759557","-0.31125947","-0.67300362","-1.48356383","-1.98900154","-0.64833850","-0.45579709","-1.85006552","-2.07358511","-1.58212633","-1.37185133","-1.91606209","-3.09202633","-0.60199189","-0.54166854"," 0.34255340"," 1.63975333"
